epoch,acc,loss
48,0.8350515463917526,6.568569323375995e-06
49,0.8369845360824743,6.900335098091147e-06
50,0.8286082474226805,7.463414339533123e-06
51,0.8389175257731959,7.134986549844959e-06
52,0.8395618556701031,7.129467660398714e-06
53,0.8298969072164949,7.0651227992664305e-06
54,0.8418170103092784,6.332626651680219e-06
55,0.8327963917525774,6.752104603216027e-06
56,0.8472938144329897,6.924741689038728e-06
57,0.8211984536082474,6.306685429066907e-06
58,0.819909793814433,6.408179375125421e-06
59,0.8350515463917526,6.539796113288831e-06
60,0.8334407216494846,6.652921765529773e-06
61,0.8315077319587629,5.656690487604024e-06
62,0.8324742268041238,6.4143129877626875e-06
63,0.8337628865979382,6.044223301818626e-06
64,0.8337628865979382,6.213779790493963e-06
65,0.8305412371134021,6.653618138431842e-06
66,0.8460051546391752,5.840335548494286e-06
67,0.8495489690721649,6.581939666687306e-06
68,0.8392396907216495,6.839719721071007e-06
69,0.8340850515463918,5.994603949562757e-06
70,0.8369845360824743,5.599890059362299e-06
71,0.8373067010309279,5.613716147128386e-06
72,0.8382731958762887,5.90241582612761e-06
73,0.8253865979381443,5.97724805279259e-06
74,0.8337628865979382,5.717255896621919e-06
75,0.84375,5.305374701171702e-06
76,0.8273195876288659,5.577477945465587e-06
77,0.821520618556701,5.732631020586287e-06
78,0.8411726804123711,5.435107834786716e-06
79,0.8414948453608248,5.706173773709564e-06
80,0.8308634020618557,5.272942670667221e-06
81,0.8324742268041238,5.795759212799464e-06
82,0.8260309278350515,5.962951105496443e-06
83,0.8373067010309279,5.791901602156172e-06
84,0.8376288659793815,5.519497858058551e-06
85,0.8379510309278351,5.481487866075337e-06
86,0.8311855670103093,5.326840524508184e-06
87,0.8340850515463918,5.078286578057102e-06
88,0.8402061855670103,5.248425977240388e-06
89,0.8292525773195877,5.441503469214272e-06
90,0.8408505154639175,5.020397326140398e-06
91,0.8440721649484536,4.996090626660195e-06
92,0.8431056701030928,5.409013863944677e-06
93,0.8356958762886598,5.144848944324228e-06
94,0.8447164948453608,4.964842187772183e-06
95,0.8395618556701031,5.0622086364948e-06
96,0.8495489690721649,5.103591498369759e-06
97,0.8434278350515464,4.683853909830187e-06
98,0.8395618556701031,5.062628004384585e-06
99,0.834729381443299,5.02316253988452e-06
100,0.8340850515463918,4.294050108734792e-06
101,0.8369845360824743,4.840469617687463e-06
102,0.8411726804123711,5.121708062343836e-06
103,0.8324742268041238,5.114239738103015e-06
104,0.8489046391752577,4.846690673083376e-06
105,0.8315077319587629,4.328903712540832e-06
106,0.8366623711340206,4.923373715899325e-06
107,0.8302190721649485,4.516932486031345e-06
108,0.8211984536082474,4.675324079279253e-06
109,0.8318298969072165,4.922633950079132e-06
110,0.8353737113402062,4.490357862768806e-06
111,0.836340206185567,4.3805772913129684e-06
112,0.8431056701030928,4.510993077616083e-06
113,0.8418170103092784,4.428458804298869e-06
114,0.8385953608247423,4.394363653733476e-06
115,0.8369845360824743,4.579494634409579e-06
116,0.8366623711340206,4.5048895470141905e-06
117,0.834729381443299,4.3233615448355415e-06
118,0.834729381443299,4.727588360502832e-06
119,0.842139175257732,5.086415297710962e-06
120,0.8369845360824743,4.348429814275189e-06
121,0.8334407216494846,4.214424244033468e-06
122,0.8353737113402062,4.33034056620094e-06
123,0.834729381443299,4.207889453546956e-06
124,0.836340206185567,4.563425425930263e-06
125,0.8318298969072165,4.339737946870675e-06
126,0.8373067010309279,4.194420433430086e-06
127,0.8466494845360825,4.5838051312213e-06
128,0.8431056701030928,4.6132646016491146e-06
129,0.8427835051546392,3.8489499043984344e-06
130,0.8379510309278351,4.289753787909915e-06
131,0.8447164948453608,4.0616453081393325e-06
132,0.8315077319587629,3.8220393127968355e-06
133,0.8514819587628866,4.620433946794159e-06
134,0.8385953608247423,3.701220151697271e-06
135,0.8308634020618557,4.442337998615041e-06
136,0.8324742268041238,4.269925096057648e-06
137,0.8463273195876289,3.993897898990513e-06
138,0.8260309278350515,4.30504484573192e-06
139,0.84375,3.821739424645869e-06
140,0.8269974226804123,4.011802056395739e-06
141,0.8414948453608248,4.024277827281751e-06
142,0.8424613402061856,3.7168178194045223e-06
143,0.836340206185567,4.598949392818644e-06
144,0.8440721649484536,4.268717342765083e-06
145,0.8305412371134021,4.140902352961095e-06
146,0.8344072164948454,3.967043393823381e-06
147,0.8318298969072165,3.7093612277625576e-06
148,0.8389175257731959,3.6053088022001865e-06
149,0.8366623711340206,4.001561137849571e-06
150,0.8318298969072165,4.068836384464806e-06
151,0.8395618556701031,3.898015435619452e-06
152,0.8269974226804123,3.9616311808683734e-06
153,0.8244201030927835,3.776745599677654e-06
154,0.8253865979381443,3.586902950640242e-06
155,0.8257087628865979,3.5778623731806237e-06
156,0.8195876288659794,3.967384535206565e-06
157,0.8395618556701031,3.315535691639684e-06
158,0.8305412371134021,3.4992930609147604e-06
159,0.8208762886597938,3.492120633625783e-06
160,0.8327963917525774,3.93410020107235e-06
161,0.8247422680412371,3.6277213430085542e-06
162,0.8321520618556701,3.6027369687415033e-06
163,0.8411726804123711,3.44248340001258e-06
164,0.8447164948453608,3.7117081644831242e-06
165,0.834729381443299,3.5927872503864434e-06
166,0.8286082474226805,3.5479725645226957e-06
167,0.8237757731958762,3.988228721697954e-06
168,0.8228092783505154,3.4432310528571405e-06
169,0.8228092783505154,3.6180408179442915e-06
170,0.8218427835051546,3.179039019365406e-06
171,0.8334407216494846,3.0976499169341456e-06
172,0.8286082474226805,2.9230767457300825e-06
173,0.8257087628865979,2.990758078213571e-06
174,0.8224871134020618,3.037650875670778e-06
175,0.8279639175257731,3.0623635644733255e-06
176,0.8289304123711341,3.116217165419697e-06
177,0.8121778350515464,3.303390428168923e-06
178,0.8318298969072165,2.9674428905773594e-06
179,0.8247422680412371,2.8548447761757174e-06
180,0.8286082474226805,2.8545020658848726e-06
181,0.8182989690721649,2.8545312551269613e-06
182,0.8321520618556701,2.964783695962566e-06
183,0.8269974226804123,2.926164257117532e-06
184,0.8269974226804123,2.6420172743360362e-06
185,0.8311855670103093,2.8223873050182166e-06
186,0.8257087628865979,3.031503809749206e-06
187,0.8266752577319587,2.8082276753066346e-06
188,0.810889175257732,2.9689762664137438e-06
189,0.8392396907216495,3.058230424695588e-06
190,0.8228092783505154,2.7058500659978732e-06
191,0.8398840206185567,2.8756246025851237e-06
192,0.8273195876288659,2.766756255780201e-06
193,0.8302190721649485,2.7849589851475402e-06
194,0.8099226804123711,2.7940319743436836e-06
195,0.8260309278350515,2.741690270772075e-06
196,0.8308634020618557,2.503152656130783e-06
197,0.823131443298969,2.3177460524113917e-06
198,0.8234536082474226,2.5928506746372616e-06
199,0.8279639175257731,2.331648060863024e-06
200,0.8211984536082474,2.3090741892021994e-06
201,0.8147551546391752,2.554766324869513e-06
202,0.8286082474226805,2.3796547711859582e-06
203,0.8353737113402062,2.2983101509275115e-06
204,0.8166881443298969,2.435594214284251e-06
205,0.8260309278350515,2.3766123042523574e-06
206,0.8269974226804123,2.3428778785069675e-06
207,0.8305412371134021,2.2138478937346553e-06
208,0.8334407216494846,2.0184857857912836e-06
209,0.8137886597938144,2.1713358429111657e-06
210,0.8221649484536082,2.073153928024309e-06
211,0.8244201030927835,1.9276377020046826e-06
212,0.8208762886597938,2.1055017170215487e-06
213,0.8224871134020618,1.914526519120739e-06
214,0.8282860824742269,2.0488662882303524e-06
215,0.8234536082474226,2.059834176088302e-06
216,0.8237757731958762,1.8825948287841813e-06
217,0.8305412371134021,1.8837764789341891e-06
218,0.8228092783505154,2.0554880302487495e-06
219,0.8282860824742269,1.8355369149665272e-06
220,0.8315077319587629,1.806340627956498e-06
221,0.8324742268041238,2.227438195585322e-06
222,0.8240979381443299,1.88569956109048e-06
223,0.834729381443299,1.880082623632372e-06
224,0.8286082474226805,1.921806379592341e-06
225,0.8228092783505154,1.8121837071407988e-06
226,0.8182989690721649,1.7991426737238464e-06
227,0.8344072164948454,2.2925059542532517e-06
228,0.8318298969072165,1.8750439049026026e-06
229,0.8237757731958762,1.774720492369866e-06
230,0.8176546391752577,1.9245185954920916e-06
231,0.8253865979381443,1.8766214722485454e-06
232,0.8295747422680413,1.9447366990454103e-06
233,0.8192654639175257,1.7919200320867258e-06
234,0.8311855670103093,1.773719043549089e-06
235,0.8234536082474226,1.830913628159297e-06
236,0.8179768041237113,1.8218737644654952e-06
237,0.833118556701031,1.861614063379664e-06
238,0.8298969072164949,1.7486151181226877e-06
239,0.8157216494845361,1.7982898305211438e-06
240,0.8128221649484536,1.8229224777832849e-06
241,0.8240979381443299,1.683926130521961e-06
242,0.8182989690721649,1.8112498014137055e-06
243,0.8166881443298969,1.839855229945897e-06
244,0.8211984536082474,1.7899360601538235e-06
245,0.8250644329896907,1.8436752347120138e-06
246,0.8118556701030928,1.6930310777328037e-06
247,0.8150773195876289,1.824929516497204e-06
248,0.8192654639175257,1.8476343460188498e-06
249,0.836340206185567,1.7603966800388942e-06
250,0.8234536082474226,2.1837739510765834e-06
251,0.8366623711340206,1.5614188625767918e-06
252,0.8060567010309279,1.731273852452976e-06
253,0.8205541237113402,1.6724392236460985e-06
254,0.8150773195876289,1.717988227957819e-06
255,0.8282860824742269,1.7120518114402376e-06
256,0.8250644329896907,1.7280754232934227e-06
257,0.8269974226804123,1.5448579243889775e-06
258,0.8202319587628866,1.6591471455916052e-06
259,0.8253865979381443,1.6913812747077958e-06
260,0.8202319587628866,1.8820836556963598e-06
261,0.8237757731958762,1.7573315050384802e-06
262,0.8176546391752577,1.6669823346206875e-06
263,0.8186211340206185,1.6368568342491908e-06
264,0.8157216494845361,1.6491705564148265e-06
265,0.8157216494845361,1.7016860458472797e-06
266,0.8224871134020618,1.6436905392233665e-06
267,0.8182989690721649,1.5349449902453334e-06
268,0.8221649484536082,1.61696326427801e-06
269,0.823131443298969,1.6541664660435437e-06
270,0.8340850515463918,1.6198075917548794e-06
271,0.8311855670103093,1.5956456056568471e-06
272,0.8189432989690721,1.6734490356281275e-06
273,0.823131443298969,1.596636749337149e-06
274,0.8315077319587629,1.6400457707042977e-06
275,0.833118556701031,1.5328091532809988e-06
276,0.8308634020618557,1.6931594399883363e-06
277,0.8260309278350515,1.5649234736111588e-06
278,0.8205541237113402,1.5375186046757214e-06
279,0.8195876288659794,1.6245223652611964e-06
280,0.8244201030927835,1.5199218057894297e-06
281,0.8282860824742269,1.464525769293785e-06
282,0.8253865979381443,1.647169843582307e-06
283,0.8134664948453608,1.5795333560146862e-06
284,0.8063788659793815,1.673461286996432e-06
285,0.8224871134020618,1.5448617908402373e-06
286,0.8182989690721649,1.484414527059349e-06
287,0.8134664948453608,1.4659378874962244e-06
288,0.8282860824742269,1.5456647113835773e-06
289,0.819909793814433,1.573172112002044e-06
290,0.8170103092783505,1.5177492926601264e-06
291,0.8205541237113402,1.4469499074648504e-06
292,0.8308634020618557,1.4525811215578158e-06
293,0.8147551546391752,1.7090803158591427e-06
294,0.8195876288659794,1.5027715273411736e-06
295,0.8253865979381443,1.6321374066147026e-06
296,0.8179768041237113,1.472568050105307e-06
297,0.823131443298969,1.449185293957027e-06
298,0.8015463917525774,1.4645953772100087e-06
299,0.8173324742268041,1.53355664270073e-06
300,0.8096005154639175,1.5464075383976809e-06
301,0.8067010309278351,1.4464078730887046e-06
302,0.823131443298969,1.4407507457219215e-06
303,0.8160438144329897,1.4054743880335793e-06
304,0.819909793814433,1.3574308871995724e-06
305,0.8244201030927835,1.4669528629263874e-06
306,0.814110824742268,1.482547650078738e-06
307,0.8228092783505154,1.527703331408027e-06
308,0.8282860824742269,1.4693047072264516e-06
309,0.8176546391752577,1.3712741086415804e-06
310,0.7980025773195877,1.5657421213220624e-06
311,0.8153994845360825,1.3938397546348356e-06
312,0.8282860824742269,1.3619139682491457e-06
313,0.8253865979381443,1.514885346072797e-06
314,0.8240979381443299,1.440813889823553e-06
315,0.834729381443299,1.4259518167576287e-06
316,0.8315077319587629,1.2781668971522016e-06
317,0.8311855670103093,1.421335457375813e-06
318,0.8228092783505154,1.4115324740801372e-06
319,0.8137886597938144,1.3892379335434083e-06
320,0.8228092783505154,1.432718545827028e-06
321,0.819909793814433,1.2929459488665913e-06
322,0.8157216494845361,1.2761652357817559e-06
323,0.814110824742268,1.474105644954002e-06
324,0.8179768041237113,1.237967572980366e-06
325,0.8044458762886598,1.3941470041550487e-06
326,0.8073453608247423,1.372731558005525e-06
327,0.8186211340206185,1.3262979376570245e-06
328,0.8170103092783505,1.3874220732382174e-06
329,0.8067010309278351,1.3670454563907697e-06
330,0.8102448453608248,1.279118239305023e-06
331,0.8102448453608248,1.2313264132940369e-06
332,0.8179768041237113,1.3549990495588054e-06
333,0.8105670103092784,1.6221539902210107e-06
334,0.8160438144329897,1.2410915416563211e-06
335,0.8195876288659794,1.29325346341192e-06
336,0.8182989690721649,1.214007041936576e-06
337,0.8195876288659794,1.26707646015732e-06
338,0.8211984536082474,1.335108033439371e-06
339,0.8295747422680413,1.4455213353634576e-06
340,0.8170103092783505,1.2481443087139757e-06
341,0.8144329896907216,1.292536606515053e-06
342,0.8244201030927835,1.363137513244135e-06
343,0.8134664948453608,1.1856688104363531e-06
344,0.8334407216494846,1.2893679458730476e-06
345,0.8211984536082474,1.3085244024727423e-06
346,0.8044458762886598,1.2803328792217342e-06
347,0.8253865979381443,1.3011393206574746e-06
348,0.8176546391752577,1.318023174953804e-06
349,0.8125,1.2996086791653415e-06
350,0.8211984536082474,1.3481399281779642e-06
351,0.8160438144329897,1.1986256179487043e-06
352,0.8153994845360825,1.2253044179105835e-06
353,0.8182989690721649,1.30178184672648e-06
354,0.8321520618556701,1.284389142524068e-06
355,0.8153994845360825,1.3202420403018484e-06
356,0.821520618556701,1.1916584707046944e-06
357,0.8147551546391752,1.2149528434675988e-06
358,0.823131443298969,1.2138464284392745e-06
359,0.803479381443299,1.24112781039462e-06
360,0.8157216494845361,1.2210563595656298e-06
361,0.8134664948453608,1.1213019276801413e-06
362,0.8041237113402062,1.3326307520490389e-06
363,0.8096005154639175,1.268296331866121e-06
364,0.8047680412371134,1.116700486179689e-06
365,0.8186211340206185,1.3279975524381268e-06
366,0.8105670103092784,1.2328249673354895e-06
367,0.8118556701030928,1.3453908842622048e-06
368,0.8134664948453608,1.146373710570487e-06
369,0.8086340206185567,1.2764331730967025e-06
370,0.8115335051546392,1.1711040338717062e-06
371,0.8076675257731959,1.2614477894410896e-06
372,0.8334407216494846,1.0996031391363965e-06
373,0.8086340206185567,1.225288622692071e-06
374,0.8118556701030928,1.1702950000970248e-06
375,0.8118556701030928,1.2283446869230726e-06
376,0.8186211340206185,1.0921353919734804e-06
377,0.8173324742268041,1.1195465310456758e-06
378,0.8118556701030928,1.1647691425706005e-06
379,0.8134664948453608,1.146826214877135e-06
380,0.8083118556701031,1.3637483107231674e-06
381,0.8147551546391752,1.1972823293618115e-06
382,0.8067010309278351,1.1767389102630857e-06
383,0.8208762886597938,1.1866954711446908e-06
384,0.8144329896907216,1.2020653444179965e-06
385,0.8131443298969072,1.120429227371788e-06
386,0.8137886597938144,1.097379044486824e-06
387,0.8102448453608248,1.1302918421974187e-06
388,0.810889175257732,1.2042978513075458e-06
389,0.8105670103092784,1.1813112261772881e-06
390,0.8086340206185567,1.0993436670224986e-06
391,0.8192654639175257,1.0343622683046878e-06
392,0.8092783505154639,1.130041266225076e-06
393,0.8157216494845361,1.1336342188912765e-06
394,0.8195876288659794,1.0954688684969323e-06
395,0.8092783505154639,1.1219930335559906e-06
396,0.8134664948453608,1.1018149618339005e-06
